index,size,model_response,correct_answer,is_correct,processing_time,model,symbol_set
81,3,none,none,True,8.151997089385986,phi3:mini,symbols
82,3,right,full,False,8.337047576904297,phi3:mini,symbols
83,3,right,left,False,8.001935720443726,phi3:mini,symbols
84,3,left,full,False,8.239976167678833,phi3:mini,symbols
85,3,none,none,True,8.390185356140137,phi3:mini,symbols
86,3,right,right,True,8.171384572982788,phi3:mini,symbols
87,3,full,right,False,8.259414911270142,phi3:mini,symbols
88,3,full,right,False,8.153181076049805,phi3:mini,symbols
89,3,none,none,True,8.00189733505249,phi3:mini,symbols
90,3,none,none,True,8.147810697555542,phi3:mini,symbols
91,3,right,left,False,8.085251331329346,phi3:mini,symbols
92,3,right,right,True,8.274794101715088,phi3:mini,symbols
93,3,left,right,False,8.287059307098389,phi3:mini,symbols
94,3,none,none,True,8.2726149559021,phi3:mini,symbols
95,3,none,none,True,8.10041856765747,phi3:mini,symbols
96,3,right,right,True,8.164339065551758,phi3:mini,symbols
97,3,none,none,True,8.324554920196533,phi3:mini,symbols
98,3,right,left,False,8.1756591796875,phi3:mini,symbols
99,3,none,none,True,8.210093259811401,phi3:mini,symbols
